,State,FIPS,Food Insecurity Rate,Number of Food Insecure Persons,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Food Budget Shortfall,Cost Per Meal,Child food insecurity rate,Number of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Year
243,CA,6115.0,0.181,13190.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.909,,0.091,6377000.0,2.74,0.29,6030.0,0.78,0.22,2014
244,CO,8001.0,0.107,49580.0,1.3,SNAP,1.85,Other Nutrition Program,0.607,0.217,0.175,25368000.0,2.9,0.18,23310.0,0.74,0.26,2014
245,CO,8003.0,0.14,2260.0,1.3,SNAP,1.85,Other Nutrition Program,0.754,0.118,0.128,1242000.0,3.11,0.232,910.0,0.79,0.21,2014
246,CO,8005.0,0.14,83450.0,1.3,SNAP,1.85,Other Nutrition Program,0.449,0.162,0.388,45311000.0,3.08,0.179,26710.0,0.63,0.37,2014
247,CO,8007.0,0.129,1560.0,1.3,SNAP,1.85,Other Nutrition Program,0.568,0.189,0.243,862000.0,3.13,0.214,480.0,0.86,0.14,2014
248,CO,8009.0,0.136,510.0,1.3,SNAP,1.85,Other Nutrition Program,0.668,0.204,0.127,239000.0,2.65,0.201,160.0,1.0,0.0,2014
249,CO,8011.0,0.138,830.0,1.3,SNAP,1.85,Other Nutrition Program,0.434,0.162,0.404,413000.0,2.82,0.22,220.0,0.82,0.18,2014
250,CO,8013.0,0.133,40500.0,1.3,SNAP,1.85,Other Nutrition Program,0.515,0.092,0.392,24492000.0,3.43,0.168,10630.0,0.58,0.42,2014
251,CO,8014.0,0.112,6590.0,1.3,SNAP,1.85,Other Nutrition Program,0.331,0.101,0.567,4207000.0,3.62,0.151,2260.0,0.43,0.58,2014
252,CO,8015.0,0.124,2250.0,1.3,SNAP,1.85,Other Nutrition Program,0.409,0.251,0.34,1226000.0,3.09,0.201,580.0,0.77,0.23,2014
253,CO,8017.0,0.103,220.0,1.3,SNAP,1.85,Other Nutrition Program,0.451,0.318,0.231,112000.0,2.89,0.154,90.0,0.83,0.17,2014
254,CO,8019.0,0.121,1100.0,1.3,SNAP,1.85,Other Nutrition Program,0.338,0.085,0.577,615000.0,3.17,0.195,290.0,0.48,0.52,2014
255,CO,8021.0,0.089,740.0,1.3,SNAP,1.85,Other Nutrition Program,0.917,0.083,0.0,408000.0,3.12,0.201,460.0,0.87,0.13,2014
256,CO,8023.0,0.093,330.0,1.3,SNAP,1.85,Other Nutrition Program,0.911,0.089,0.0,184000.0,3.16,0.267,190.0,0.76,0.24,2014
257,CO,8025.0,0.147,820.0,1.3,SNAP,1.85,Other Nutrition Program,0.599,0.169,0.232,437000.0,3.02,0.25,210.0,0.76,0.24,2014
258,CO,8027.0,0.153,650.0,1.3,SNAP,1.85,Other Nutrition Program,0.664,0.267,0.069,321000.0,2.79,0.243,160.0,0.93,0.07,2014
259,CO,8029.0,0.148,4500.0,1.3,SNAP,1.85,Other Nutrition Program,0.598,0.143,0.258,2406000.0,3.03,0.232,1500.0,0.69,0.31,2014
260,CO,8031.0,0.148,93570.0,1.3,SNAP,1.85,Other Nutrition Program,0.603,0.165,0.232,51365000.0,3.11,0.195,26090.0,0.73,0.27,2014
261,CO,8033.0,0.143,250.0,1.3,SNAP,1.85,Other Nutrition Program,0.793,0.098,0.108,149000.0,3.38,0.242,80.0,0.78,0.22,2014
262,CO,8035.0,0.093,27780.0,1.3,SNAP,1.85,Other Nutrition Program,0.224,0.093,0.683,15717000.0,3.2,0.141,12450.0,0.29,0.71,2014
263,CO,8037.0,0.094,4910.0,1.3,SNAP,1.85,Other Nutrition Program,0.479,0.145,0.376,2642000.0,3.05,0.155,1910.0,0.58,0.42,2014
264,CO,8039.0,0.1,2360.0,1.3,SNAP,1.85,Other Nutrition Program,0.361,0.125,0.514,1381000.0,3.32,0.181,1020.0,0.55,0.45,2014
265,CO,8041.0,0.147,95180.0,1.3,SNAP,1.85,Other Nutrition Program,0.442,0.167,0.391,50578000.0,3.01,0.2,32980.0,0.62,0.38,2014
266,CO,8043.0,0.166,7780.0,1.3,SNAP,1.85,Other Nutrition Program,0.429,0.152,0.419,4023000.0,2.93,0.268,2130.0,0.76,0.24,2014
267,CO,8045.0,0.112,6350.0,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.223,0.243,3656000.0,3.26,0.175,2630.0,0.69,0.31,2014
268,CO,8047.0,0.123,690.0,1.3,SNAP,1.85,Other Nutrition Program,0.495,0.087,0.417,382000.0,3.14,0.194,230.0,0.55,0.45,2014
269,CO,8049.0,0.124,1800.0,1.3,SNAP,1.85,Other Nutrition Program,0.447,0.264,0.289,1009000.0,3.17,0.184,550.0,0.92,0.08,2014
270,CO,8051.0,0.155,2400.0,1.3,SNAP,1.85,Other Nutrition Program,0.553,0.104,0.343,1344000.0,3.17,0.212,610.0,0.55,0.45,2014
271,CO,8053.0,0.122,110.0,1.3,SNAP,1.85,Other Nutrition Program,0.471,0.126,0.404,68000.0,3.51,0.196,20.0,0.91,0.09,2014
272,CO,8055.0,0.14,920.0,1.3,SNAP,1.85,Other Nutrition Program,0.657,0.244,0.099,469000.0,2.89,0.239,260.0,1.0,0.0,2014
273,CO,8057.0,0.122,170.0,1.3,SNAP,1.85,Other Nutrition Program,0.636,0.116,0.248,102000.0,3.41,0.2,60.0,0.7,0.3,2014
274,CO,8059.0,0.115,63050.0,1.3,SNAP,1.85,Other Nutrition Program,0.376,0.128,0.496,35559000.0,3.19,0.171,20050.0,0.52,0.49,2014
275,CO,8061.0,0.143,200.0,1.3,SNAP,1.85,Other Nutrition Program,0.591,0.261,0.147,101000.0,2.86,0.195,80.0,0.9,0.1,2014
276,CO,8063.0,0.129,1040.0,1.3,SNAP,1.85,Other Nutrition Program,0.607,0.231,0.162,526000.0,2.86,0.208,380.0,0.86,0.14,2014
277,CO,8065.0,0.117,860.0,1.3,SNAP,1.85,Other Nutrition Program,0.59,0.227,0.184,519000.0,3.42,0.174,290.0,0.91,0.09,2014
278,CO,8067.0,0.128,6720.0,1.3,SNAP,1.85,Other Nutrition Program,0.476,0.148,0.376,4335000.0,3.65,0.179,1880.0,0.61,0.4,2014
279,CO,8069.0,0.138,42880.0,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.118,0.381,23575000.0,3.11,0.178,11570.0,0.56,0.44,2014
280,CO,8071.0,0.109,1610.0,1.3,SNAP,1.85,Other Nutrition Program,0.638,0.172,0.19,815000.0,2.87,0.196,580.0,0.75,0.25,2014
281,CO,8073.0,0.155,850.0,1.3,SNAP,1.85,Other Nutrition Program,0.442,0.091,0.467,469000.0,3.13,0.22,210.0,0.7,0.3,2014
282,CO,8075.0,0.136,3070.0,1.3,SNAP,1.85,Other Nutrition Program,0.648,0.107,0.245,1582000.0,2.92,0.221,960.0,0.78,0.22,2014
283,CO,8077.0,0.145,21390.0,1.3,SNAP,1.85,Other Nutrition Program,0.544,0.159,0.297,11187000.0,2.96,0.219,7420.0,0.71,0.29,2014
284,CO,8079.0,0.125,90.0,1.3,SNAP,1.85,Other Nutrition Program,0.396,0.292,0.312,55000.0,3.44,0.238,10.0,0.72,0.28,2014
285,CO,8081.0,0.128,1700.0,1.3,SNAP,1.85,Other Nutrition Program,0.523,0.207,0.27,953000.0,3.17,0.201,700.0,0.72,0.28,2014
286,CO,8083.0,0.153,3900.0,1.3,SNAP,1.85,Other Nutrition Program,0.601,0.124,0.275,2086000.0,3.03,0.256,1500.0,0.7,0.3,2014
287,CO,8085.0,0.141,5770.0,1.3,SNAP,1.85,Other Nutrition Program,0.616,0.234,0.15,3261000.0,3.2,0.229,2180.0,0.87,0.13,2014
288,CO,8087.0,0.109,3080.0,1.3,SNAP,1.85,Other Nutrition Program,0.637,0.221,0.142,1567000.0,2.88,0.174,1350.0,0.78,0.22,2014
289,CO,8089.0,0.138,2590.0,1.3,SNAP,1.85,Other Nutrition Program,0.748,0.184,0.067,1274000.0,2.79,0.267,1200.0,0.79,0.21,2014
290,CO,8091.0,0.131,590.0,1.3,SNAP,1.85,Other Nutrition Program,0.463,0.2,0.336,340000.0,3.27,0.196,120.0,0.7,0.3,2014
291,CO,8093.0,0.112,1810.0,1.3,SNAP,1.85,Other Nutrition Program,0.419,0.139,0.442,988000.0,3.09,0.177,510.0,0.61,0.39,2014
292,CO,8095.0,0.12,520.0,1.3,SNAP,1.85,Other Nutrition Program,0.664,0.172,0.164,276000.0,3.0,0.179,200.0,0.78,0.22,2014
293,CO,8097.0,0.129,2220.0,1.3,SNAP,1.85,Other Nutrition Program,0.355,0.087,0.558,1292000.0,3.3,0.158,460.0,0.38,0.62,2014
294,CO,8099.0,0.121,1500.0,1.3,SNAP,1.85,Other Nutrition Program,0.803,0.197,0.0,754000.0,2.85,0.212,700.0,0.83,0.17,2014
295,CO,8101.0,0.123,19760.0,1.3,SNAP,1.85,Other Nutrition Program,0.67,0.175,0.155,9644000.0,2.76,0.213,8130.0,0.75,0.25,2014
296,CO,8103.0,0.146,990.0,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.045,0.4,558000.0,3.19,0.21,330.0,0.54,0.46,2014
297,CO,8105.0,0.128,1510.0,1.3,SNAP,1.85,Other Nutrition Program,0.672,0.229,0.099,857000.0,3.22,0.233,680.0,0.85,0.15,2014
298,CO,8107.0,0.129,3030.0,1.3,SNAP,1.85,Other Nutrition Program,0.429,0.112,0.459,2098000.0,3.92,0.175,820.0,0.43,0.57,2014
299,CO,8109.0,0.14,870.0,1.3,SNAP,1.85,Other Nutrition Program,0.882,0.118,0.0,487000.0,3.17,0.256,350.0,0.99,0.01,2014
300,CO,8111.0,0.141,90.0,1.3,SNAP,1.85,Other Nutrition Program,0.638,0.215,0.148,55000.0,3.48,0.187,10.0,0.93,0.07,2014
301,CO,8113.0,0.139,1050.0,1.3,SNAP,1.85,Other Nutrition Program,0.446,0.154,0.401,580000.0,3.13,0.182,260.0,0.53,0.47,2014
302,CO,8115.0,0.134,320.0,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.244,0.206,169000.0,3.0,0.218,100.0,0.65,0.35,2014
303,CO,8117.0,0.123,3510.0,1.3,SNAP,1.85,Other Nutrition Program,0.498,0.225,0.278,2397000.0,3.87,0.179,860.0,0.69,0.31,2014
304,CO,8119.0,0.123,2880.0,1.3,SNAP,1.85,Other Nutrition Program,0.344,0.166,0.49,1665000.0,3.27,0.187,850.0,0.5,0.51,2014
305,CO,8121.0,0.128,610.0,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.208,0.291,323000.0,3.0,0.198,210.0,0.68,0.32,2014
306,CO,8123.0,0.106,28120.0,1.3,SNAP,1.85,Other Nutrition Program,0.598,0.177,0.224,15127000.0,3.05,0.176,12740.0,0.73,0.27,2014
307,CO,8125.0,0.115,1170.0,1.3,SNAP,1.85,Other Nutrition Program,0.473,0.269,0.259,597000.0,2.89,0.17,460.0,0.74,0.26,2014
308,CT,9001.0,0.109,101970.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.561,,0.439,61181000.0,3.4,0.15,33810.0,0.57,0.43,2014
309,CT,9003.0,0.134,120200.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.58,,0.42,64024000.0,3.02,0.178,35340.0,0.63,0.37,2014
310,CT,9005.0,0.106,19870.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.474,,0.526,11308000.0,3.22,0.164,6280.0,0.43,0.57,2014
311,CT,9007.0,0.109,17980.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.464,,0.536,11022000.0,3.47,0.154,5150.0,0.49,0.51,2014
312,CT,9009.0,0.139,119880.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.59,,0.41,64057000.0,3.03,0.186,34690.0,0.64,0.37,2014
313,CT,9011.0,0.127,34810.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.515,,0.485,21135000.0,3.44,0.185,10630.0,0.57,0.43,2014
314,CT,9013.0,0.108,16410.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.395,,0.605,9421000.0,3.25,0.158,4670.0,0.39,0.61,2014
315,CT,9015.0,0.126,14910.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.612,,0.388,7902000.0,3.0,0.2,5040.0,0.65,0.35,2014
316,DE,10001.0,0.134,22480.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.738,,0.262,11356000.0,2.86,0.19,7710.0,0.79,0.21,2014
317,DE,10003.0,0.119,65020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.628,,0.372,36059000.0,3.14,0.155,19100.0,0.65,0.35,2014
318,DE,10005.0,0.104,21260.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.799,,0.201,11905000.0,3.17,0.196,7960.0,0.79,0.21,2014
319,DC,11001.0,0.135,85310.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.742,,0.258,54460000.0,3.62,0.255,27560.0,0.69,0.31,2014
320,FL,12001.0,0.204,51240.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.716,,0.284,30114000.0,3.33,0.242,10950.0,0.63,0.37,2014
321,FL,12003.0,0.173,4680.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.625,,0.375,2387000.0,2.89,0.264,1810.0,0.7,0.3,2014
322,FL,12005.0,0.175,30350.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.67,,0.33,17046000.0,3.18,0.258,9690.0,0.66,0.34,2014
323,FL,12007.0,0.179,4940.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.721,,0.279,2415000.0,2.77,0.251,1370.0,0.78,0.22,2014
324,FL,12009.0,0.159,87020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.654,,0.346,46736000.0,3.04,0.251,26330.0,0.7,0.31,2014
325,FL,12011.0,0.155,281940.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.735,,0.265,162796000.0,3.27,0.206,81710.0,0.63,0.37,2014
326,FL,12013.0,0.18,2640.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.771,,0.229,1438000.0,3.09,0.284,880.0,0.93,0.07,2014
327,FL,12015.0,0.148,24100.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.65,,0.35,13638000.0,3.21,0.259,5760.0,0.76,0.24,2014
328,FL,12017.0,0.163,22750.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.706,,0.294,12887000.0,3.21,0.301,6460.0,0.75,0.25,2014
329,FL,12019.0,0.14,27200.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.587,,0.413,15175000.0,3.16,0.218,10700.0,0.6,0.4,2014
330,FL,12021.0,0.119,39730.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.761,,0.239,23067000.0,3.29,0.232,14600.0,0.76,0.24,2014
331,FL,12023.0,0.185,12530.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.733,,0.267,6500000.0,2.94,0.282,4200.0,0.73,0.27,2014
332,FL,12027.0,0.161,5610.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.896,,0.104,2857000.0,2.88,0.292,2190.0,0.85,0.15,2014
333,FL,12029.0,0.178,2870.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.778,,0.222,1447000.0,2.86,0.262,820.0,0.78,0.22,2014
334,FL,12031.0,0.201,177040.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.694,,0.306,96445000.0,3.09,0.25,50860.0,0.67,0.33,2014
335,FL,12033.0,0.193,58790.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.646,,0.354,30813000.0,2.97,0.26,16730.0,0.69,0.31,2014
336,FL,12035.0,0.159,15680.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.679,,0.321,9110000.0,3.29,0.269,5050.0,0.71,0.3,2014
337,FL,12037.0,0.181,2110.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.618,,0.382,1029000.0,2.76,0.286,560.0,0.66,0.34,2014
338,FL,12039.0,0.244,11440.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.843,,0.157,5622000.0,2.78,0.281,2990.0,0.76,0.24,2014
339,FL,12041.0,0.168,2850.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.699,,0.301,1595000.0,3.17,0.292,1030.0,0.72,0.28,2014
340,FL,12043.0,0.164,2160.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.839,,0.161,1241000.0,3.25,0.3,730.0,0.78,0.22,2014
341,FL,12045.0,0.176,2780.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.656,,0.344,1541000.0,3.14,0.27,670.0,0.79,0.21,2014
342,FL,12047.0,0.219,3160.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.64,,0.36,1580000.0,2.83,0.308,830.0,0.69,0.31,2014
343,FL,12049.0,0.14,3850.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.985,,0.015,1836000.0,2.7,0.286,2180.0,0.92,0.08,2014
344,FL,12051.0,0.146,5580.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.975,,0.025,2820000.0,2.86,0.277,2970.0,0.87,0.13,2014
345,FL,12053.0,0.153,26680.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.753,,0.247,14506000.0,3.08,0.277,9240.0,0.77,0.23,2014
346,FL,12055.0,0.158,15520.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.826,,0.174,7833000.0,2.86,0.271,4810.0,0.85,0.15,2014
347,FL,12057.0,0.154,196730.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.751,,0.249,108740000.0,3.13,0.227,68040.0,0.68,0.32,2014
348,FL,12059.0,0.18,3550.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.761,,0.239,2041000.0,3.26,0.31,1250.0,0.88,0.12,2014
349,FL,12061.0,0.159,22370.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.734,,0.266,13299000.0,3.37,0.266,6820.0,0.76,0.24,2014
350,FL,12063.0,0.196,9620.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.676,,0.324,5138000.0,3.03,0.283,2640.0,0.73,0.27,2014
351,FL,12065.0,0.199,2860.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.646,,0.354,1508000.0,2.99,0.239,610.0,0.77,0.23,2014
352,FL,12067.0,0.164,1440.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.695,,0.305,720000.0,2.83,0.248,440.0,0.71,0.29,2014
353,FL,12069.0,0.148,45120.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.698,,0.302,24260000.0,3.05,0.243,15040.0,0.72,0.29,2014
354,FL,12071.0,0.142,92270.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.753,,0.247,51987000.0,3.19,0.249,30810.0,0.74,0.26,2014
355,FL,12073.0,0.218,61230.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.678,,0.322,33537000.0,3.1,0.232,12550.0,0.55,0.45,2014
356,FL,12075.0,0.175,7030.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.843,,0.157,3561000.0,2.87,0.311,2550.0,0.81,0.19,2014
357,FL,12077.0,0.176,1460.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.623,,0.377,786000.0,3.05,0.258,430.0,0.73,0.28,2014
358,FL,12079.0,0.216,4070.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.821,,0.179,2138000.0,2.98,0.27,1060.0,0.85,0.16,2014
359,FL,12081.0,0.144,48210.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.708,,0.292,28478000.0,3.35,0.239,16000.0,0.72,0.28,2014
360,FL,12083.0,0.166,55540.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.767,,0.233,28777000.0,2.93,0.276,17540.0,0.8,0.2,2014
361,FL,12085.0,0.133,19980.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.63,,0.37,12844000.0,3.64,0.227,5830.0,0.67,0.33,2014
362,FL,12086.0,0.113,293070.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.997,,0.003,172267000.0,3.33,0.218,119750.0,0.68,0.32,2014
363,FL,12087.0,0.128,9640.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.703,,0.297,6530000.0,3.84,0.218,2480.0,0.66,0.34,2014
364,FL,12089.0,0.145,10860.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.612,,0.388,6515000.0,3.4,0.249,3910.0,0.64,0.36,2014
365,FL,12091.0,0.156,29400.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.614,,0.386,16728000.0,3.22,0.252,10610.0,0.65,0.35,2014
366,FL,12093.0,0.162,6380.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.904,,0.096,3301000.0,2.93,0.293,2680.0,0.87,0.14,2014
367,FL,12095.0,0.16,192400.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.784,,0.216,103547000.0,3.05,0.229,63290.0,0.69,0.31,2014
368,FL,12097.0,0.118,34250.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.994,,0.006,17494000.0,2.89,0.23,17040.0,0.79,0.21,2014
369,FL,12099.0,0.147,199460.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.709,,0.291,117489000.0,3.34,0.222,60340.0,0.68,0.32,2014
370,FL,12101.0,0.144,67910.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.71,,0.29,37886000.0,3.16,0.239,23510.0,0.67,0.33,2014
371,FL,12103.0,0.162,149790.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.653,,0.347,84003000.0,3.18,0.243,39060.0,0.66,0.34,2014
372,FL,12105.0,0.163,100470.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.804,,0.196,52324000.0,2.95,0.26,36970.0,0.78,0.22,2014
373,FL,12107.0,0.198,14480.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.868,,0.132,7469000.0,2.92,0.313,5070.0,0.83,0.17,2014
374,FL,12109.0,0.129,26160.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.495,,0.505,17320000.0,3.75,0.207,9450.0,0.47,0.53,2014
375,FL,12111.0,0.172,48710.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.753,,0.247,26901000.0,3.13,0.261,15970.0,0.75,0.25,2014
376,FL,12113.0,0.144,22710.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.593,,0.407,13453000.0,3.36,0.239,8730.0,0.61,0.4,2014
377,FL,12115.0,0.141,54380.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.604,,0.396,32717000.0,3.41,0.237,14110.0,0.63,0.37,2014
378,FL,12117.0,0.134,57950.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.629,,0.371,31258000.0,3.06,0.207,19790.0,0.62,0.38,2014
379,FL,12119.0,0.14,14500.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.529,,0.471,8260000.0,3.23,0.274,2300.0,0.83,0.17,2014
380,FL,12121.0,0.181,7850.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.816,,0.184,3766000.0,2.72,0.303,2870.0,0.83,0.17,2014
381,FL,12123.0,0.179,4070.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.712,,0.288,2060000.0,2.87,0.243,1040.0,0.83,0.17,2014
382,FL,12125.0,0.188,2870.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.558,,0.442,1618000.0,3.19,0.283,840.0,0.79,0.21,2014
383,FL,12127.0,0.163,81260.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.754,,0.246,45698000.0,3.19,0.264,24200.0,0.75,0.25,2014
384,FL,12129.0,0.156,4850.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.525,,0.475,2497000.0,2.92,0.244,1610.0,0.6,0.4,2014
385,FL,12131.0,0.156,9020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.69,,0.31,5752000.0,3.61,0.271,3150.0,0.77,0.23,2014
386,FL,12133.0,0.179,4420.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.746,,0.254,2230000.0,2.86,0.281,1430.0,0.86,0.14,2014
387,GA,13001.0,0.171,3150.0,1.3,SNAP,1.85,Other Nutrition Program,0.74,0.126,0.134,1517000.0,2.73,0.293,1370.0,0.92,0.08,2014
388,GA,13003.0,0.15,1240.0,1.3,SNAP,1.85,Other Nutrition Program,0.869,0.1,0.031,586000.0,2.67,0.286,680.0,0.91,0.09,2014
389,GA,13005.0,0.152,1700.0,1.3,SNAP,1.85,Other Nutrition Program,0.668,0.152,0.18,806000.0,2.69,0.27,760.0,0.85,0.15,2014
390,GA,13007.0,0.206,690.0,1.3,SNAP,1.85,Other Nutrition Program,0.621,0.121,0.258,343000.0,2.81,0.301,220.0,0.69,0.31,2014
391,GA,13009.0,0.239,10960.0,1.3,SNAP,1.85,Other Nutrition Program,0.644,0.156,0.2,5719000.0,2.96,0.311,2820.0,0.74,0.26,2014
392,GA,13011.0,0.12,2200.0,1.3,SNAP,1.85,Other Nutrition Program,0.701,0.125,0.174,1120000.0,2.88,0.266,1190.0,0.81,0.19,2014
